500,1000,FL 600 (MAX),32395,LHR,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",manual,wet,0,100,0 (North),manual
500,1000,18000 MLS (MIN),32395,LHR,Pull from DocuNet/PDF?,,cold,0,100,,
500,1000,18001 MLS (MIN),32395,LHR,,,colder,0,90,,
500,1000,18002 MLS (MIN),32395,LHR,,,wetter,0,90,,
500,1000,18003 MLS (MIN),32395,LHR,,,SUNNY!!,0,90,,
500,1000,18004 MLS (MIN),32395,LHR,,,cloudy,0,90,,
500,1000,18005 MLS (MIN),32395,LHR,,,SUNNY!!,0,80,,
500,1000,18006 MLS (MIN),32395,LHR,,,SUNNY!!,0,80,,
500,1000,18007 MLS (MIN),32395,LHR,,,cloudy,0,80,,
500,1000,18008 MLS (MIN),32395,LHR,,,wet,0,80,90 (East),
500,1000,18009 MLS (MIN),32395,LHR,,,wet,0,80,,
500,1000,18010 MLS (MIN),32395,LHR,,,cold,0,80,,
500,1000,18011 MLS (MIN),32395,LHR,,,colder,0,70,,
500,1000,18012 MLS (MIN),32395,LHR,,,wetter,0,70,,
500,1000,18013 MLS (MIN),32395,LHR,,,SUNNY!!,0,70,,
500,1000,18014 MLS (MIN),32395,LHR,,,thunderstorm,0,70,,
500,1000,18015 MLS (MIN),32395,LHR,,,wet,0,70,,
500,1000,18016 MLS (MIN),32395,LHR,,,cold,0,70,,
500,1000,18017 MLS (MIN),32395,LHR,,,colder,0,70,,
500,1000,18018 MLS (MIN),32395,LHR,,,wetter,0,70,180(South),
500,1000,18019 MLS (MIN),32395,LHR,,,SUNNY!!,0,70,,
500,1000,18020 MLS (MIN),32395,LHR,,,cloudy,0,70,,
500,1000,18021 MLS (MIN),32395,LHR,,,SUNNY!!,0,70,,
500,1000,18022 MLS (MIN),32395,LHR,,,SUNNY!!,0,70,,
500,1000,18023 MLS (MIN),32395,LHR,,,cloudy,0,70,,
500,1000,18024 MLS (MIN),32395,LHR,,,wet,0,70,,
500,1000,18025 MLS (MIN),32395,LHR,,,wet,0,70,,
500,1000,18026 MLS (MIN),32395,LHR,,,cold,0,70,,
500,1000,18027 MLS (MIN),32395,LHR,,,colder,0,70,,
500,1000,18028 MLS (MIN),32395,LHR,,,wetter,0,70,270(West),
